clean_name,full_name,first_name,surname,affiliation,homepage,scholar,middle_name
Abir Das,Abir Das,Abir,Das,IIT Kharagpur,http://cse.iitkgp.ac.in/~adas,L4yEk2UAAAAJ,\N
Abir De,Abir De,Abir,De,IIT Bombay,https://abir-de.github.io,_9ZKKbIAAAAJ,\N
Abolfazl Asudeh,Abolfazl Asudeh,Abolfazl,Asudeh,University of Illinois at Chicago,https://asudeh.github.io,cJXIgasAAAAJ,\N
Abolfazl Razi,Abolfazl Razi,Abolfazl,Razi,Clemson University,https://arazi.people.clemson.edu,DhwC8gsAAAAJ,\N
Abolfazl S. Motahari,Abolfazl S. Motahari,Abolfazl,Motahari,Sharif University of Technology,http://ce.sharif.edu/faculty/abolfazl-motahari,rJ-biB0AAAAJ,S.
Aboubaker Lasebae,Aboubaker Lasebae,Aboubaker,Lasebae,Middlesex University,https://www.mdx.ac.uk/about-us/our-people/staff-directory/profile/lasebae-aboubaker,NOSCHOLARPAGE,\N
Abraham Bernstein,Abraham Bernstein,Abraham,Bernstein,University of Zurich,http://www.ifi.uzh.ch/ddis/people/bernstein.html,ZYNjTykAAAAJ,\N
Abraham Duarte,Abraham Duarte,Abraham,Duarte,Universidad Rey Juan Carlos,http://grafo.etsii.urjc.es/group-member/abrahamduarte,wsBEPbYAAAAJ,\N
Abraham G. Campbell,Abraham G. Campbell,Abraham,Campbell,University College Dublin,https://people.ucd.ie/abey.campbell,TWRYXGMAAAAJ,G.
Abraham Silberschatz,Abraham Silberschatz,Abraham,Silberschatz,Yale University,http://www.cs.yale.edu/~avi,-YvgZDEAAAAJ,\N
Abram Hindle,Abram Hindle,Abram,Hindle,University of Alberta,http://softwareprocess.es,vuT1ZlUAAAAJ,\N
Abtin Rahimian,Abtin Rahimian,Abtin,Rahimian,University of Colorado Boulder,http://home.cs.colorado.edu/~abra3237,2iXwFdsAAAAJ,\N
Abu Asaduzzaman,Abu Asaduzzaman,Abu,Asaduzzaman,Wichita State University,https://www.wichita.edu/profiles/academics/engineering/ECE/Asaduzzaman-Abu.php,WYv3oSEAAAAJ,\N
Abu Sayed Md. Latiful Hoque,Abu Sayed Md. Latiful Hoque,Abu,Hoque,BUET,https://cse.buet.ac.bd/faculty_list/detail/asmlatifulhoque,3-Sb7tMAAAAJ,Sayed Md. Latiful
Abul Kashem,Abul Kashem,Abul,Kashem,BUET,https://cse.buet.ac.bd/faculty_list/detail/kashem,NOSCHOLARPAGE,\N
Abusayeed M. Saifullah,Abusayeed M. Saifullah,Abusayeed,Saifullah,Wayne State University,https://engineering.wayne.edu/profile/gi8674,CYwffSUAAAAJ,M.
Abusayeed Saifullah,Abusayeed Saifullah,Abusayeed,Saifullah,Wayne State University,https://engineering.wayne.edu/profile/gi8674,CYwffSUAAAAJ,\N
Abyayananda Maiti,Abyayananda Maiti,Abyayananda,Maiti,IIT Patna,https://iitp.ac.in/index.php/departments/computer-center/people/head/1095-dr-abyayananda-maiti.html,N49XT94AAAAJ,\N
Achi Brandt,Achi Brandt,Achi,Brandt,Weizmann Institute of Science,https://www.weizmann.ac.il/pages/search/people?language=english&single=1&person_id=2041,NOSCHOLARPAGE,\N
Achille Pattavina,Achille Pattavina,Achille,Pattavina,Politecnico di Milano,http://home.deib.polimi.it/pattavina,NOSCHOLARPAGE,\N
Achim Blumensath,Achim Blumensath,Achim,Blumensath,Masaryk University,https://www.muni.cz/en/people/237782,NOSCHOLARPAGE,\N
Achim D. Brucker,Achim D. Brucker,Achim,Brucker,University of Exeter,http://emps.exeter.ac.uk/computer-science/staff/ab1185,ZWePF1QAAAAJ,D.
Achim Ebert,Achim Ebert,Achim,Ebert,TU Kaiserslautern,https://hci.uni-kl.de/people/achim-ebert,tnoNj9gAAAAJ,\N
Achim Jung,Achim Jung,Achim,Jung,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/jung-achim.aspx,hCqqihQAAAAJ,\N
Achim Lilienthal,Achim Lilienthal,Achim,Lilienthal,TU Munich,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/pl/ui/$ctx/visitenkarte.show_vcard?$ctx=design=ca2;header=max;lang=de&pPersonenGruppe=3&pPersonenId=6F846EED5618D470,_CdZ5cgAAAAJ,\N
Achim Schweikard,Achim Schweikard,Achim,Schweikard,University of Lübeck,https://www.rob.uni-luebeck.de/index.php?id=321,NOSCHOLARPAGE,\N
Achim Streit,Achim Streit,Achim,Streit,Karlsruhe Institute of Technology,http://www.scc.kit.edu/personen/achim.streit.php,i72A44MAAAAJ,\N
Achuta Kadambi,Achuta Kadambi,Achuta,Kadambi,Univ. of California - Los Angeles,https://www.ee.ucla.edu/achuta-kadambi,UMzWJikAAAAJ,\N
Achutavarrier Prasad Vinod,Achutavarrier Prasad Vinod,Achutavarrier,Vinod,Nanyang Technological University,http://www.ntu.edu.sg/home/asvinod,NOSCHOLARPAGE,Prasad
Achyut Mani Tripathi,Achyut Mani Tripathi,Achyut,Tripathi,IIT Dharwad,https://achyutmani.github.io,NOSCHOLARPAGE,Mani
Ada Gavrilovska,Ada Gavrilovska,Ada,Gavrilovska,Georgia Institute of Technology,http://www.cc.gatech.edu/home/ada,OlRjTCIAAAAJ,\N
Ada Lerner,Ada Lerner,Ada,Lerner,Northeastern University,https://www.khoury.northeastern.edu/people/ada-lerner,BkZor8wAAAAJ,\N
Ada Wai-Chee Fu,Ada Wai-Chee Fu,Ada,Fu,Chinese University of Hong Kong,http://www.cse.cuhk.edu.hk/~adafu,tcwyqtUAAAAJ,Wai-Chee
Adalbert Gerald Soosai Raj,Adalbert Gerald Soosai Raj,Adalbert,Raj,Univ. of California - San Diego,https://adalbertgerald.github.io,0TxoLzMAAAAJ,Gerald Soosai
Adalberto L. Simeone,Adalberto L. Simeone,Adalberto,Simeone,KU Leuven,https://www.adalsimeone.me,NwkRNhkAAAAJ,L.
Adam A. Porter,Adam A. Porter,Adam,Porter,University of Maryland - College Park,https://www.cs.umd.edu/users/aporter,j7F7yq0AAAAJ,A.
Adam Bargteil,Adam Bargteil,Adam,Bargteil,Univ. of Maryland - Baltimore County,http://www.csee.umbc.edu/~adamb,fArWdfAAAAAJ,\N
Adam Bates,Adam Bates 0001,Adam,Bates,Univ. of Illinois at Urbana-Champaign,http://adambates.org,1dVglBkAAAAJ,\N
Adam Belay,Adam Belay,Adam,Belay,Massachusetts Institute of Technology,https://engineering.mit.edu/faculty-research/year-2017,AKQec5wAAAAJ,\N
Adam Belloum,Adam Belloum,Adam,Belloum,University of Amsterdam,https://www.uva.nl/profiel/b/e/a.s.z.belloum/a.s.z.belloum.html,tzFsIF4AAAAJ,\N
Adam Breuer,Adam Breuer,Adam,Breuer,Dartmouth College,https://www.adambreuer.com,1b3CsE4AAAAJ,\N
Adam Charles,Adam Charles,Adam,Charles,Johns Hopkins University,https://www.bme.jhu.edu/ascharles,c8RKLp0AAAAJ,\N
Adam Chlipala,Adam Chlipala,Adam,Chlipala,Massachusetts Institute of Technology,http://adam.chlipala.net,Imh0w3AAAAAJ,\N
Adam Czajka,Adam Czajka,Adam,Czajka,University of Notre Dame,https://engineering.nd.edu/profiles/aczajka,_OObpEkAAAAJ,\N
Adam D. Smith,Adam D. Smith,Adam,Smith,Boston University,http://www.cse.psu.edu/~ads22,fkGi-JMAAAAJ,D.
Adam Doupé,Adam Doupé,Adam,Doupé,Arizona State University,http://adamdoupe.com,hsJqhNAAAAAJ,\N
Adam Dziedzic,Adam Dziedzic,Adam,Dziedzic,CISPA Helmholtz Center,https://adam-dziedzic.com,MRk-A4YAAAAJ,\N
Adam Finkelstein,Adam Finkelstein,Adam,Finkelstein,Princeton University,https://www.cs.princeton.edu/~af,a959F6AAAAAJ,\N
Adam Hahn,Adam Hahn,Adam,Hahn,Washington State University,http://www.eecs.wsu.edu/~ahahn/index.html,nGBlVWwAAAAJ,\N
Adam Herout,Adam Herout,Adam,Herout,Brno University of Technology,https://www.fit.vut.cz/person/herout,qQDbJDMAAAAJ,\N
Adam J. Aviv,Adam J. Aviv,Adam,Aviv,George Washington University,https://adamaviv.com,ExgxufEAAAAJ,J.
Adam J. Lee,Adam J. Lee,Adam,Lee,University of Pittsburgh,http://people.cs.pitt.edu/~adamlee,1IoFK0oAAAAJ,J.
Adam Jatowt,Adam Jatowt,Adam,Jatowt,University of Innsbruck,https://adammo12.github.io/adamjatowt,l2vn9GoAAAAJ,\N
Adam Krzyzak,Adam Krzyzak,Adam,Krzyzak,Concordia University,http://users.encs.concordia.ca/~krzyzak,fYbg3F8AAAAJ,\N
Adam Lerner,Adam Lerner,Adam,Lerner,Northeastern University,https://www.khoury.northeastern.edu/people/ada-lerner,BkZor8wAAAAJ,\N
Adam Lopez,Adam Lopez,Adam,Lopez,University of Edinburgh,http://alopez.github.io,u4sxKZwAAAAJ,\N
Adam M. Bates,Adam M. Bates,Adam,Bates,Univ. of Illinois at Urbana-Champaign,http://adambates.org,1dVglBkAAAAJ,M.
Adam M. Smith,Adam M. Smith 0001,Adam,Smith,Univ. of California - Santa Cruz,https://adamsmith.as,78OLNd4AAAAJ,M.
Adam M. White,Adam M. White,Adam,White,University of Alberta,https://sites.ualberta.ca/~amw8,1GqGhcsAAAAJ,M.
Adam Morrison,Adam Morrison 0001,Adam,Morrison,Tel Aviv University,http://www.cs.tau.ac.il/~mad,GMEoZR0AAAAJ,\N
Adam O'Neill,Adam O'Neill,Adam,O'Neill,University of Massachusetts Amherst,https://www.cics.umass.edu/people/oneill-adam,SIFRrBIAAAAJ,\N
Adam P. Chester,Adam P. Chester,Adam,Chester,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/adam_chester,ogEgU6HzEJQC,P.
Adam Perer,Adam Perer,Adam,Perer,Carnegie Mellon University,https://perer.org,wAxr6b8AAAAJ,\N
Adam Przepiórkowski,Adam Przepiórkowski,Adam,Przepiórkowski,IPI PAN,https://ipipan.waw.pl/instytut/pracownicy/adam-przepiorkowski,volQDFMAAAAJ,\N
Adam Prügel-Bennett,Adam Prügel-Bennett,Adam,Prügel-Bennett,University of Southampton,https://www.ecs.soton.ac.uk/people/apb1,oQgxYjkAAAAJ,\N
Adam R. Klivans,Adam R. Klivans,Adam,Klivans,University of Texas at Austin,https://www.cs.utexas.edu/~klivans,UD87zMYAAAAJ,R.
Adam Rogalewicz,Adam Rogalewicz,Adam,Rogalewicz,Brno University of Technology,https://www.fit.vut.cz/person/rogalew,NOSCHOLARPAGE,\N
Adam Runions,Adam Runions,Adam,Runions,University of Calgary,https://profiles.ucalgary.ca/adam-runions,LvaJVncAAAAJ,\N
Adam S. Z. Belloum,Adam S. Z. Belloum,Adam,Belloum,University of Amsterdam,https://www.uva.nl/profiel/b/e/a.s.z.belloum/a.s.z.belloum.html,tzFsIF4AAAAJ,S. Z.
Adam Steele,Adam Steele,Adam,Steele,DePaul University,http://facweb.cs.depaul.edu/asteele,NOSCHOLARPAGE,\N
Adam W. Bargteil,Adam W. Bargteil,Adam,Bargteil,Univ. of Maryland - Baltimore County,http://www.csee.umbc.edu/~adamb,fArWdfAAAAAJ,W.
Adam White,Adam White 0001,Adam,White,University of Alberta,https://sites.ualberta.ca/~amw8,1GqGhcsAAAAJ,\N
Adam Wierman,Adam Wierman,Adam,Wierman,California Institute of Technology,http://www.cs.caltech.edu/~adamw,4OvOdSgAAAAJ,\N
Adam Wolisz,Adam Wolisz,Adam,Wolisz,TU Berlin,https://www.tkn.tu-berlin.de/menue/team/wolisz/parameter/de,Gq8gWX4AAAAJ,\N
Adam Yang,Adam Yang 0001,Adam,Yang,Peking University,https://www.yangyaodong.com,6yL0xw8AAAAJ,\N
Adams Wai-Kin Kong,Adams Wai-Kin Kong,Adams,Kong,Nanyang Technological University,https://www3.ntu.edu.sg/home/adamskong,NOSCHOLARPAGE,Wai-Kin
Adarsh S. Sethi,Adarsh S. Sethi,Adarsh,Sethi,University of Delaware,https://www.eecis.udel.edu/~sethi,NOSCHOLARPAGE,S.
Adarshpal S. Sethi,Adarshpal S. Sethi,Adarshpal,Sethi,University of Delaware,https://www.eecis.udel.edu/~sethi,NOSCHOLARPAGE,S.
Adel Cherif,Adel Cherif,Adel,Cherif,Qatar University,http://www.qu.edu.qa/engineering/computer/faculty/adel_ch.php,obJnqXUAAAAJ,\N
Adel Elmaghraby,Adel Elmaghraby,Adel,Elmaghraby,University of Louisville,http://louisville.edu/speed/people/faculty/elmaghrabyAdel,84U09_IAAAAJ,\N
Adel Rahmani,Adel Rahmani,Adel,Rahmani,IUST,http://www.iust.ac.ir/content/18919/Dr.Torkaman-Rahmani,NOSCHOLARPAGE,\N
Adel Said Elmaghraby,Adel Said Elmaghraby,Adel,Elmaghraby,University of Louisville,http://louisville.edu/speed/people/faculty/elmaghrabyAdel,84U09_IAAAAJ,Said
Adel Torkaman Rahmani,Adel Torkaman Rahmani,Adel,Rahmani,IUST,http://www.iust.ac.ir/content/18919/Dr.Torkaman-Rahmani,NOSCHOLARPAGE,Torkaman
Adele A. Rescigno,Adele A. Rescigno,Adele,Rescigno,University of Salerno,http://old.di.unisa.it/professori/rescigno/MMI/lo.htm,PtEkQRAAAAAJ,A.
Adelinde M. Uhrmacher,Adelinde M. Uhrmacher,Adelinde,Uhrmacher,University of Rostock,https://mosi.informatik.uni-rostock.de/team/staff/prof-dr-rer-nat-adelinde-m-uhrmacher,NIyd6aoAAAAJ,M.
Adenilso Simão,Adenilso Simão,Adenilso,Simão,USP-ICMC,http://icmc.usp.br/pessoas?id=6078529,gdT5wnMAAAAJ,\N
Adenilso da Silva Simão,Adenilso da Silva Simão,Adenilso,Simão,USP-ICMC,http://icmc.usp.br/pessoas?id=6078529,gdT5wnMAAAAJ,da Silva
Adenilton J. da Silva,Adenilton J. da Silva,Adenilton,Silva,UFPE,https://www.cin.ufpe.br/~ajsilva,dsUDyCMAAAAJ,J. da
Adi Akavia,Adi Akavia,Adi,Akavia,University of Haifa,https://sites.google.com/view/akavia,ogugwmEAAAAJ,\N
Adi Shamir,Adi Shamir,Adi,Shamir,Weizmann Institute of Science,https://www.weizmann.ac.il/pages/search/people?language=english&single=1&person_id=1486,EHLBP20AAAAJ,\N
Adiel Almeida Filho,Adiel Almeida Filho,Adiel,Filho,UFPE,https://www.cin.ufpe.br/~adielfilho,Nu7-rIYAAAAJ,Almeida
Adiel Teixeira de Almeida Filho,Adiel Teixeira de Almeida Filho,Adiel,Filho,UFPE,https://www.cin.ufpe.br/~adielfilho,Nu7-rIYAAAAJ,Teixeira de Almeida
Adil Ahmad,Adil Ahmad,Adil,Ahmad,Arizona State University,https://adil-ahmad.net,BYJEZ4kAAAAJ,\N
Adilson Elias Xavier,Adilson Elias Xavier,Adilson,Xavier,UFRJ,http://www.cos.ufrj.br/index.php/pt-BR/pessoas/details/18/1001-adilson,uTO_O_8AAAAJ,Elias
Adish Singla [SWS],Adish Singla [SWS],Adish,[SWS],Max Planck Society,https://people.mpi-sws.org/~adishs,kXz2seUAAAAJ,Singla
Adithya Kumar Pediredla,Adithya Kumar Pediredla,Adithya,Pediredla,Dartmouth College,https://sites.google.com/view/adithyapediredla,ey6n20kAAAAJ,Kumar
Adithya Pediredla,Adithya Pediredla,Adithya,Pediredla,Dartmouth College,https://sites.google.com/view/adithyapediredla,ey6n20kAAAAJ,\N
Aditi Kar,Aditi Kar,Aditi,Kar,Royal Holloway University of London,https://pure.royalholloway.ac.uk/en/persons/aditi-kar,NOSCHOLARPAGE,\N
Aditi Majumder,Aditi Majumder,Aditi,Majumder,Univ. of California - Irvine,http://www.ics.uci.edu/~majumder,tXhqJv0AAAAJ,\N
Aditi Raghunathan,Aditi Raghunathan,Aditi,Raghunathan,Carnegie Mellon University,https://www.cs.cmu.edu/~aditirag,Ch9iRwQAAAAJ,\N
Aditya Akella,Aditya Akella,Aditya,Akella,University of Texas at Austin,http://pages.cs.wisc.edu/~akella,d_rxnzAAAAAJ,\N
Aditya Bhaskara,Aditya Bhaskara,Aditya,Bhaskara,University of Utah,http://www.cs.utah.edu/~bhaskara,tqxTaiAAAAAJ,\N
Aditya Challa,Aditya Challa,Aditya,Challa,BITS Pilani-Goa,https://www.bits-pilani.ac.in/goa/adityac/Profile,_XkD5AkAAAAJ,\N
Aditya G. Parameswaran,Aditya G. Parameswaran,Aditya,Parameswaran,Univ. of California - Berkeley,https://cs.illinois.edu/directory/profile/adityagp,VeB3UbcAAAAJ,G.
Aditya Gilra,Aditya Gilra,Aditya,Gilra,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/aditya-gilra,VpxnuTgAAAAJ,\N
Aditya Grover,Aditya Grover,Aditya,Grover,Univ. of California - Los Angeles,https://aditya-grover.github.io,oOhnPUgAAAAJ,\N
Aditya Johri,Aditya Johri,Aditya,Johri,George Mason University,https://cs.gmu.edu/directory/detail/183,Mv2dCeEAAAAJ,\N
Aditya Mathur,Aditya Mathur,Aditya,Mathur,SUTD,https://istd.sutd.edu.sg/people/faculty/aditya-p-mathur,DdQMeHoAAAAJ,\N
Aditya Nigam,Aditya Nigam,Aditya,Nigam,IIT Mandi,http://faculty.iitmandi.ac.in/~aditya,ffSpknUAAAAJ,\N
Aditya P. Mathur,Aditya P. Mathur,Aditya,Mathur,SUTD,https://istd.sutd.edu.sg/people/faculty/aditya-p-mathur,DdQMeHoAAAAJ,P.
Aditya Shekhar Nittala,Aditya Shekhar Nittala,Aditya,Nittala,University of Calgary,https://profiles.ucalgary.ca/aditya-shekhar-nittala,pDSbjBsAAAAJ,Shekhar
Aditya Tatu,Aditya Tatu,Aditya,Tatu,DAIICT,http://www.daiict.ac.in/daiict/people/faculty.html,f0nqLS8AAAAJ,\N
Aditya Thakur,Aditya Thakur,Aditya,Thakur,Univ. of California - Davis,http://thakur.cs.ucdavis.edu,x8952qgAAAAJ,\N
Aditya V. Thakur,Aditya V. Thakur,Aditya,Thakur,Univ. of California - Davis,http://thakur.cs.ucdavis.edu,x8952qgAAAAJ,V.
Adji B. Dieng,Adji B. Dieng,Adji,Dieng,Princeton University,https://www.cs.princeton.edu/people/profile/ad6725,ZCniP_MAAAAJ,B.
Adlen Ksentini,Adlen Ksentini,Adlen,Ksentini,EURECOM,http://www.eurecom.fr/en/people/ksentini-adlen,U6YFwO4AAAAJ,\N
Adnan Darwiche,Adnan Darwiche,Adnan,Darwiche,Univ. of California - Los Angeles,http://www.cs.ucla.edu/~darwiche,pygPWvEAAAAJ,\N
Adnan Ozsoy,Adnan Ozsoy,Adnan,Ozsoy,Hacettepe University,https://web.cs.hacettepe.edu.tr/~aozsoy,Ic73aUUAAAAJ,\N
Adnan Siraj Rakin,Adnan Siraj Rakin,Adnan,Rakin,Binghamton University,https://www.binghamton.edu/computer-science/people/profile.html?id=arakin,ZCEVPxUAAAAJ,Siraj
Adnan Yazici,Adnan Yazici,Adnan,Yazici,Middle East Technical University,http://user.ceng.metu.edu.tr/~yazici,ebJH_QwAAAAJ,\N
Adolfo Muñoz,Adolfo Muñoz,Adolfo,Muñoz,Universidad de Zaragoza,http://giga.cps.unizar.es/~amunoz/index.php/en,H8bBlDkAAAAJ,\N
Adolfo Piperno,Adolfo Piperno,Adolfo,Piperno,Sapienza University of Rome,http://pallini.di.uniroma1.it/Personal.html,4y2zqO8AAAAJ,\N
Adrian Dumitrescu,Adrian Dumitrescu,Adrian,Dumitrescu,University of Wisconsin - Milwaukee,https://uwm.edu/engineering/people/dumitrescu-ph-d-adrian,cjVwVpsAAAAJ,\N
Adrian F. Clark,Adrian F. Clark,Adrian,Clark,University of Essex,https://www.essex.ac.uk/people/clark65804/adrian-clark,FESbZq0AAAAJ,F.
Adrian Fiech,Adrian Fiech,Adrian,Fiech,Memorial University of Newfoundland,https://www.mun.ca/computerscience/people/afiech.php,NOSCHOLARPAGE,\N
Adrian Francalanza,Adrian Francalanza,Adrian,Francalanza,University of Malta,http://staff.um.edu.mt/afra1,2KyiwjEAAAAJ,\N
Adrian Friday,Adrian Friday,Adrian,Friday,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/adrian-friday,co0YRmIAAAAJ,\N
Adrian G. Bors,Adrian G. Bors,Adrian,Bors,University of York,https://www-users.cs.york.ac.uk/~adrian,cvdyalUAAAAJ,G.
Adrian Hilton,Adrian Hilton 0001,Adrian,Hilton,University of Surrey,https://www.surrey.ac.uk/people/adrian-hilton,vTIYTNQAAAAJ,\N
Adrian Ivor Clive Johnstone,Adrian Ivor Clive Johnstone,Adrian,Johnstone,Royal Holloway University of London,https://pure.royalholloway.ac.uk/portal/en/persons/adrian-johnstone_7cc2e828-2b0f-4cb7-a169-337193b854b8.html,NOSCHOLARPAGE,Ivor Clive
Adrian Johnstone,Adrian Johnstone,Adrian,Johnstone,Royal Holloway University of London,https://pure.royalholloway.ac.uk/portal/en/persons/adrian-johnstone_7cc2e828-2b0f-4cb7-a169-337193b854b8.html,NOSCHOLARPAGE,\N
Adrian P. Lauf,Adrian P. Lauf,Adrian,Lauf,University of Louisville,http://louisville.edu/speed/people/faculty/laufAdrian,fU0XrdEAAAAJ,P.
Adrian Paschke,Adrian Paschke,Adrian,Paschke,Freie Universitaet Berlin,https://www.mi.fu-berlin.de/en/inf/groups/ag-csw/Members/members/Paschke.html,D_ZARycAAAAJ,\N
Adrian Perrig,Adrian Perrig,Adrian,Perrig,ETH Zurich,http://www.netsec.ethz.ch/people/aperrig,n-Oret4AAAAJ,\N
Adrian R. Pearce,Adrian R. Pearce,Adrian,Pearce,University of Melbourne,http://people.eng.unimelb.edu.au/adrianrp,GIBSIRAAAAAJ,R.
Adrian R. Vetta,Adrian R. Vetta,Adrian,Vetta,McGill University,http://www.math.mcgill.ca/vetta,DJmwoRYAAAAJ,R.
Adrian S. Poulton,Adrian S. Poulton,Adrian,Poulton,Open University UK,http://stem.open.ac.uk/people/asp2,NOSCHOLARPAGE,S.
Adrian Sampson,Adrian Sampson,Adrian,Sampson,Cornell University,http://adriansampson.net,Bq50aCUAAAAJ,\N
Adrian Sandu,Adrian Sandu,Adrian,Sandu,Virginia Tech,http://people.cs.vt.edu/~asandu,A7fZNg0AAAAJ,\N
Adrian Segall,Adrian Segall,Adrian,Segall,Technion,http://webee.technion.ac.il/people/segall,dwJenMwAAAAJ,\N
Adrian Vetta,Adrian Vetta,Adrian,Vetta,McGill University,http://www.math.mcgill.ca/vetta,DJmwoRYAAAAJ,\N
Adriana B. Compagnoni,Adriana B. Compagnoni,Adriana,Compagnoni,Stevens Institute of Technology,http://www.cs.stevens.edu/~abc/Adriana_Compagnoni/Adriana_Compagnoni.html,S-zXJGUAAAAJ,B.
Adriana Emitzá Guzmán Ortega,Adriana Emitzá Guzmán Ortega,Adriana,Ortega,VU Amsterdam,https://research.vu.nl/en/persons/emitza-guzman-ortega,cMs97_YAAAAJ,Emitzá Guzmán
Adriana Ferraro,Adriana Ferraro,Adriana,Ferraro,University of Auckland,https://www.cs.auckland.ac.nz/people/a-ferraro,f5QpDogAAAAJ,\N
Adriana Iamnitchi,Adriana Iamnitchi,Adriana,Iamnitchi,University of South Florida,http://www.cse.usf.edu/~anda,BfrPSGIAAAAJ,\N
Adriana Kovashka,Adriana Kovashka,Adriana,Kovashka,University of Pittsburgh,http://people.cs.pitt.edu/~kovashka,Dl949GoAAAAJ,\N
Adriana Schulz,Adriana Schulz,Adriana,Schulz,University of Washington,https://homes.cs.washington.edu/~adriana,2D6rV-UAAAAJ,\N
Adriana Sejfia,Adriana Sejfia,Adriana,Sejfia,University of Edinburgh,http://www.inf.ed.ac.uk/people/staff/Adriana_Sejfia.html,4-pYLKAAAAAJ,\N
Adriane Chapman,Adriane Chapman,Adriane,Chapman,University of Southampton,https://www.ecs.soton.ac.uk/people/ac1n16,sHXqNl4AAAAJ,\N
Adriane P. Chapman,Adriane P. Chapman,Adriane,Chapman,University of Southampton,https://www.ecs.soton.ac.uk/people/ac1n16,sHXqNl4AAAAJ,P.
Adriano Alonso Veloso,Adriano Alonso Veloso,Adriano,Veloso,UFMG,http://homepages.dcc.ufmg.br/~adrianov,j2BEVSoAAAAJ,Alonso
Adriano C. M. Pereira,Adriano C. M. Pereira,Adriano,Pereira,UFMG,http://homepages.dcc.ufmg.br/~adrianoc,MT9oSSwAAAAJ,C. M.
Adriano Fazzone,Adriano Fazzone,Adriano,Fazzone,Sapienza University of Rome,http://www.diag.uniroma1.it/users/adriano%20fazzone,ivW-SnEAAAAJ,\N
Adriano L. I. Oliveira,Adriano L. I. Oliveira,Adriano,Oliveira,UFPE,https://www.cin.ufpe.br/~alio,paz29H4AAAAJ,L. I.
Adriano Sarmento,Adriano Sarmento,Adriano,Sarmento,UFPE,https://www.cin.ufpe.br/~aams,NOSCHOLARPAGE,\N
Adriano Velasque Werhli,Adriano Velasque Werhli,Adriano,Werhli,Federal University of Rio Grande,http://www.werhli.c3.furg.br,NOSCHOLARPAGE,Velasque
Adriano Veloso,Adriano Veloso,Adriano,Veloso,UFMG,http://homepages.dcc.ufmg.br/~adrianov,j2BEVSoAAAAJ,\N
Adrien Basso-Blandin,Adrien Basso-Blandin,Adrien,Basso-Blandin,Ecole Normale Superieure de Lyon,http://www.ens-lyon.fr/recherche/laboratoire-de-l-informatique-du-parallelisme-umr-5668-83273.kjsp,zVizzZIAAAAJ,\N
Adrien Poteaux,Adrien Poteaux,Adrien,Poteaux,CRIStAL,https://www.cristal.univ-lille.fr/profil/poteaux,NOSCHOLARPAGE,\N
Adrienne Decker,Adrienne Decker,Adrienne,Decker,University at Buffalo,https://engineering.buffalo.edu/engineering-education/people/directory/decker-adrienne.html,JjLxdewAAAAJ,\N
Adrián Carballal,Adrián Carballal,Adrián,Carballal,University of A Coruña,https://pdi.udc.es/en/File/Pdi/XW7GH,wnN2ca8AAAAJ,\N
Adrián Jarabo,Adrián Jarabo,Adrián,Jarabo,Universidad de Zaragoza,http://giga.cps.unizar.es/~ajarabo,pXKBhbkAAAAJ,\N
Aduri Pavan,Aduri Pavan,Aduri,Pavan,Iowa State University,http://www.cs.iastate.edu/people/pavan-aduri,4QIV0FUAAAAJ,\N
Adwait Jog,Adwait Jog,Adwait,Jog,University of Virginia,https://engineering.virginia.edu/faculty/adwait-jog,9RgqL8gAAAAJ,\N
Adwait Nadkarni,Adwait Nadkarni,Adwait,Nadkarni,College of William and Mary,https://www.adwaitnadkarni.com,Al2MvLoAAAAJ,\N
Adyasha Dash,Adyasha Dash,Adyasha,Dash,KIIT Bhubaneswar,https://cse.kiit.ac.in/profiles/adyasha-dash,cbN-7SwAAAAJ,\N
Afra Alishahi,Afra Alishahi,Afra,Alishahi,Tilburg University,https://ilk.uvt.nl/~aalishah,IuAwLqUAAAAJ,\N
Afzel Noore,Afzel Noore,Afzel,Noore,West Virginia University,https://www.statler.wvu.edu/faculty-staff/adjunct-faculty/afzel-noore,rEopbiMAAAAJ,\N
Agata Ciabattoni,Agata Ciabattoni,Agata,Ciabattoni,TU Wien,https://www.logic.at/staff/agata,pAyqI0wAAAAJ,\N
Agathoniki Trigoni,Agathoniki Trigoni,Agathoniki,Trigoni,University of Oxford,https://www.cs.ox.ac.uk/niki.trigoni,185g9ckAAAAJ,\N
Aggeliki Arapoyanni,Aggeliki Arapoyanni,Aggeliki,Arapoyanni,University of Athens,http://www.di.uoa.gr/eng/staff/1012,NOSCHOLARPAGE,\N
Aggelos K. Katsaggelos,Aggelos K. Katsaggelos,Aggelos,Katsaggelos,Northwestern University,http://www.mccormick.northwestern.edu/research-faculty/directory/profiles/katsaggelos-aggelos.html,aucB85kAAAAJ,K.
Aggelos Kiayias,Aggelos Kiayias,Aggelos,Kiayias,University of Edinburgh,http://www.inf.ed.ac.uk/people/staff/Aggelos_Kiayias.html,P_L_vZAAAAAJ,\N
